Item,Year,hg/ha_yield,AvgTemp,Rainfall
0,2007,49103,18.84,0.6
0,2007,49103,18.84,0.4
0,2007,49103,18.84,25.8
0,2007,49103,18.84,22.6
0,2007,49103,18.84,4.2
0,2007,49103,18.84,6.6
0,2007,49103,18.84,4.0
0,2007,49103,18.84,5.4
0,2007,49103,18.84,1.4
0,2007,49103,18.84,3.4
0,2007,49103,18.84,6.4
0,2007,49103,18.84,11.0
0,2007,49103,18.84,17.4
0,2007,49103,18.84,14.4
0,2007,49103,18.02,3.6
0,2007,49103,18.02,39.8
0,2007,49103,18.02,2.8
0,2007,49103,18.02,0.2
0,2007,49103,18.02,16.2
0,2007,49103,18.02,1.2
0,2007,49103,18.02,0.6
0,2007,49103,18.02,0.4
0,2007,49103,18.02,25.8
0,2007,49103,18.02,22.6
0,2007,49103,18.02,4.2
0,2007,49103,18.02,6.6
0,2007,49103,18.02,4.0
0,2007,49103,18.02,5.4
0,2007,49103,18.02,1.4
0,2007,49103,18.02,3.4
0,2007,49103,18.02,6.4
0,2007,49103,18.02,11.0
0,2007,49103,18.02,17.4
0,2007,49103,18.02,14.4
1,2007,355463,17.49,3.6
1,2007,355463,17.49,39.8
1,2007,355463,17.49,2.8
1,2007,355463,17.49,0.2
1,2007,355463,17.49,16.2
1,2007,355463,17.49,1.2
1,2007,355463,17.49,0.6
1,2007,355463,17.49,0.4
1,2007,355463,17.49,25.8
1,2007,355463,17.49,22.6
1,2007,355463,17.49,4.2
1,2007,355463,17.49,6.6
1,2007,355463,17.49,4.0
1,2007,355463,17.49,5.4
1,2007,355463,17.49,1.4
1,2007,355463,17.49,3.4
1,2007,355463,17.49,6.4
1,2007,355463,17.49,11.0
1,2007,355463,17.49,17.4
1,2007,355463,17.49,14.4
1,2007,355463,20.31,3.6
1,2007,355463,20.31,39.8
1,2007,355463,20.31,2.8
1,2007,355463,20.31,0.2
1,2007,355463,20.31,16.2
1,2007,355463,20.31,1.2
1,2007,355463,20.31,0.6
1,2007,355463,20.31,0.4
1,2007,355463,20.31,25.8
1,2007,355463,20.31,22.6
1,2007,355463,20.31,4.2
1,2007,355463,20.31,6.6
1,2007,355463,20.31,4.0
1,2007,355463,20.31,5.4
1,2007,355463,20.31,1.4
1,2007,355463,20.31,3.4
1,2007,355463,20.31,6.4
1,2007,355463,20.31,11.0
1,2007,355463,20.31,17.4
1,2007,355463,20.31,14.4
1,2007,355463,12.83,3.6
1,2007,355463,12.83,39.8
1,2007,355463,12.83,2.8
1,2007,355463,12.83,0.2
1,2007,355463,12.83,16.2
1,2007,355463,12.83,1.2
1,2007,355463,12.83,0.6
1,2007,355463,12.83,0.4
1,2007,355463,12.83,25.8
1,2007,355463,12.83,22.6
1,2007,355463,12.83,4.2
1,2007,355463,12.83,6.6
1,2007,355463,12.83,4.0
1,2007,355463,12.83,5.4
1,2007,355463,12.83,1.4
1,2007,355463,12.83,3.4
1,2007,355463,12.83,6.4
1,2007,355463,12.83,11.0
1,2007,355463,12.83,17.4
1,2007,355463,12.83,14.4
1,2007,355463,14.99,3.6
1,2007,355463,14.99,39.8
1,2007,355463,14.99,2.8
1,2007,355463,14.99,0.2
1,2007,355463,14.99,16.2
1,2007,355463,14.99,1.2
1,2007,355463,14.99,0.6
1,2007,355463,14.99,0.4
1,2007,355463,14.99,25.8
1,2007,355463,14.99,22.6
1,2007,355463,14.99,4.2
1,2007,355463,14.99,6.6
1,2007,355463,14.99,4.0
1,2007,355463,14.99,5.4
1,2007,355463,14.99,1.4
1,2007,355463,14.99,3.4
1,2007,355463,14.99,6.4
1,2007,355463,14.99,11.0
1,2007,355463,14.99,17.4
1,2007,355463,14.99,14.4
1,2007,355463,18.84,3.6
1,2007,355463,18.84,39.8
1,2007,355463,18.84,2.8
1,2007,355463,18.84,0.2
1,2007,355463,18.84,16.2
1,2007,355463,18.84,1.2
1,2007,355463,18.84,0.6
1,2007,355463,18.84,0.4
1,2007,355463,18.84,25.8
1,2007,355463,18.84,22.6
1,2007,355463,18.84,4.2
1,2007,355463,18.84,6.6
1,2007,355463,18.84,4.0
1,2007,355463,18.84,5.4
1,2007,355463,18.84,1.4
1,2007,355463,18.84,3.4
1,2007,355463,18.84,6.4
1,2007,355463,18.84,11.0
1,2007,355463,18.84,17.4
1,2007,355463,18.84,14.4
1,2007,355463,18.02,3.6
1,2007,355463,18.02,39.8
1,2007,355463,18.02,2.8
1,2007,355463,18.02,0.2
1,2007,355463,18.02,16.2
1,2007,355463,18.02,1.2
1,2007,355463,18.02,0.6
1,2007,355463,18.02,0.4
1,2007,355463,18.02,25.8
1,2007,355463,18.02,22.6
1,2007,355463,18.02,4.2
1,2007,355463,18.02,6.6
1,2007,355463,18.02,4.0
1,2007,355463,18.02,5.4
1,2007,355463,18.02,1.4
1,2007,355463,18.02,3.4
1,2007,355463,18.02,6.4
1,2007,355463,18.02,11.0
1,2007,355463,18.02,17.4
1,2007,355463,18.02,14.4
2,2007,82609,17.49,3.6
2,2007,82609,17.49,39.8
2,2007,82609,17.49,2.8
2,2007,82609,17.49,0.2
2,2007,82609,17.49,16.2
2,2007,82609,17.49,1.2
2,2007,82609,17.49,0.6
2,2007,82609,17.49,0.4
2,2007,82609,17.49,25.8
2,2007,82609,17.49,22.6
2,2007,82609,17.49,4.2
2,2007,82609,17.49,6.6
2,2007,82609,17.49,4.0
2,2007,82609,17.49,5.4
2,2007,82609,17.49,1.4
2,2007,82609,17.49,3.4
2,2007,82609,17.49,6.4
2,2007,82609,17.49,11.0
2,2007,82609,17.49,17.4
2,2007,82609,17.49,14.4
2,2007,82609,20.31,3.6
2,2007,82609,20.31,39.8
2,2007,82609,20.31,2.8
2,2007,82609,20.31,0.2
2,2007,82609,20.31,16.2
2,2007,82609,20.31,1.2
2,2007,82609,20.31,0.6
2,2007,82609,20.31,0.4
2,2007,82609,20.31,25.8
2,2007,82609,20.31,22.6
2,2007,82609,20.31,4.2
2,2007,82609,20.31,6.6
2,2007,82609,20.31,4.0
2,2007,82609,20.31,5.4
2,2007,82609,20.31,1.4
2,2007,82609,20.31,3.4
2,2007,82609,20.31,6.4
2,2007,82609,20.31,11.0
2,2007,82609,20.31,17.4
2,2007,82609,20.31,14.4
2,2007,82609,12.83,3.6
2,2007,82609,12.83,39.8
2,2007,82609,12.83,2.8
2,2007,82609,12.83,0.2
2,2007,82609,12.83,16.2
2,2007,82609,12.83,1.2
2,2007,82609,12.83,0.6
2,2007,82609,12.83,0.4
2,2007,82609,12.83,25.8
2,2007,82609,12.83,22.6
2,2007,82609,12.83,4.2
2,2007,82609,12.83,6.6
2,2007,82609,12.83,4.0
2,2007,82609,12.83,5.4
2,2007,82609,12.83,1.4
2,2007,82609,12.83,3.4
2,2007,82609,12.83,6.4
2,2007,82609,12.83,11.0
2,2007,82609,12.83,17.4
2,2007,82609,12.83,14.4
2,2007,82609,14.99,3.6
2,2007,82609,14.99,39.8
2,2007,82609,14.99,2.8
2,2007,82609,14.99,0.2
2,2007,82609,14.99,16.2
2,2007,82609,14.99,1.2
2,2007,82609,14.99,0.6
2,2007,82609,14.99,0.4
2,2007,82609,14.99,25.8
2,2007,82609,14.99,22.6
2,2007,82609,14.99,4.2
2,2007,82609,14.99,6.6
2,2007,82609,14.99,4.0
2,2007,82609,14.99,5.4
2,2007,82609,14.99,1.4
2,2007,82609,14.99,3.4
2,2007,82609,14.99,6.4
2,2007,82609,14.99,11.0
2,2007,82609,14.99,17.4
2,2007,82609,14.99,14.4
2,2007,82609,18.84,3.6
2,2007,82609,18.84,39.8
2,2007,82609,18.84,2.8
2,2007,82609,18.84,0.2
2,2007,82609,18.84,16.2
2,2007,82609,18.84,1.2
2,2007,82609,18.84,0.6
2,2007,82609,18.84,0.4
2,2007,82609,18.84,25.8
2,2007,82609,18.84,22.6
2,2007,82609,18.84,4.2
2,2007,82609,18.84,6.6
2,2007,82609,18.84,4.0
2,2007,82609,18.84,5.4
2,2007,82609,18.84,1.4
2,2007,82609,18.84,3.4
2,2007,82609,18.84,6.4
2,2007,82609,18.84,11.0
2,2007,82609,18.84,17.4
2,2007,82609,18.84,14.4
2,2007,82609,18.02,3.6
2,2007,82609,18.02,39.8
2,2007,82609,18.02,2.8
2,2007,82609,18.02,0.2
2,2007,82609,18.02,16.2
2,2007,82609,18.02,1.2
2,2007,82609,18.02,0.6
2,2007,82609,18.02,0.4
2,2007,82609,18.02,25.8
2,2007,82609,18.02,22.6
2,2007,82609,18.02,4.2
2,2007,82609,18.02,6.6
2,2007,82609,18.02,4.0
2,2007,82609,18.02,5.4
2,2007,82609,18.02,1.4
2,2007,82609,18.02,3.4
2,2007,82609,18.02,6.4
2,2007,82609,18.02,11.0
2,2007,82609,18.02,17.4
2,2007,82609,18.02,14.4
3,2007,20918,17.49,3.6
3,2007,20918,17.49,39.8
3,2007,20918,17.49,2.8
3,2007,20918,17.49,0.2
3,2007,20918,17.49,16.2
3,2007,20918,17.49,1.2
3,2007,20918,17.49,0.6
3,2007,20918,17.49,0.4
3,2007,20918,17.49,25.8
3,2007,20918,17.49,22.6
3,2007,20918,17.49,4.2
3,2007,20918,17.49,6.6
3,2007,20918,17.49,4.0
3,2007,20918,17.49,5.4
3,2007,20918,17.49,1.4
3,2007,20918,17.49,3.4
3,2007,20918,17.49,6.4
3,2007,20918,17.49,11.0
3,2007,20918,17.49,17.4
3,2007,20918,17.49,14.4
3,2007,20918,20.31,3.6
3,2007,20918,20.31,39.8
3,2007,20918,20.31,2.8
3,2007,20918,20.31,0.2
3,2007,20918,20.31,16.2
3,2007,20918,20.31,1.2
3,2007,20918,20.31,0.6
3,2007,20918,20.31,0.4
3,2007,20918,20.31,25.8
3,2007,20918,20.31,22.6
3,2007,20918,20.31,4.2
3,2007,20918,20.31,6.6
3,2007,20918,20.31,4.0
3,2007,20918,20.31,5.4
3,2007,20918,20.31,1.4
3,2007,20918,20.31,3.4
3,2007,20918,20.31,6.4
3,2007,20918,20.31,11.0
3,2007,20918,20.31,17.4
3,2007,20918,20.31,14.4
3,2007,20918,12.83,3.6
3,2007,20918,12.83,39.8
3,2007,20918,12.83,2.8
3,2007,20918,12.83,0.2
3,2007,20918,12.83,16.2
3,2007,20918,12.83,1.2
3,2007,20918,12.83,0.6
3,2007,20918,12.83,0.4
3,2007,20918,12.83,25.8
3,2007,20918,12.83,22.6
3,2007,20918,12.83,4.2
3,2007,20918,12.83,6.6
3,2007,20918,12.83,4.0
3,2007,20918,12.83,5.4
3,2007,20918,12.83,1.4
3,2007,20918,12.83,3.4
3,2007,20918,12.83,6.4
3,2007,20918,12.83,11.0
3,2007,20918,12.83,17.4
3,2007,20918,12.83,14.4
3,2007,20918,14.99,3.6
3,2007,20918,14.99,39.8
3,2007,20918,14.99,2.8
3,2007,20918,14.99,0.2
3,2007,20918,14.99,16.2
3,2007,20918,14.99,1.2
3,2007,20918,14.99,0.6
3,2007,20918,14.99,0.4
3,2007,20918,14.99,25.8
3,2007,20918,14.99,22.6
3,2007,20918,14.99,4.2
3,2007,20918,14.99,6.6
3,2007,20918,14.99,4.0
3,2007,20918,14.99,5.4
3,2007,20918,14.99,1.4
3,2007,20918,14.99,3.4
3,2007,20918,14.99,6.4
3,2007,20918,14.99,11.0
3,2007,20918,14.99,17.4
3,2007,20918,14.99,14.4
3,2007,20918,18.84,3.6
3,2007,20918,18.84,39.8
3,2007,20918,18.84,2.8
3,2007,20918,18.84,0.2
3,2007,20918,18.84,16.2
3,2007,20918,18.84,1.2
3,2007,20918,18.84,0.6
3,2007,20918,18.84,0.4
3,2007,20918,18.84,25.8
3,2007,20918,18.84,22.6
3,2007,20918,18.84,4.2
3,2007,20918,18.84,6.6
3,2007,20918,18.84,4.0
3,2007,20918,18.84,5.4
3,2007,20918,18.84,1.4
3,2007,20918,18.84,3.4
3,2007,20918,18.84,6.4
3,2007,20918,18.84,11.0
3,2007,20918,18.84,17.4
3,2007,20918,18.84,14.4
3,2007,20918,18.02,3.6
3,2007,20918,18.02,39.8
3,2007,20918,18.02,2.8
3,2007,20918,18.02,0.2
3,2007,20918,18.02,16.2
3,2007,20918,18.02,1.2
3,2007,20918,18.02,0.6
3,2007,20918,18.02,0.4
3,2007,20918,18.02,25.8
3,2007,20918,18.02,22.6
3,2007,20918,18.02,4.2
3,2007,20918,18.02,6.6
3,2007,20918,18.02,4.0
3,2007,20918,18.02,5.4
3,2007,20918,18.02,1.4
3,2007,20918,18.02,3.4
3,2007,20918,18.02,6.4
3,2007,20918,18.02,11.0
3,2007,20918,18.02,17.4
3,2007,20918,18.02,14.4
4,2007,19730,17.49,3.6
4,2007,19730,17.49,39.8
4,2007,19730,17.49,2.8
4,2007,19730,17.49,0.2
4,2007,19730,17.49,16.2
4,2007,19730,17.49,1.2
4,2007,19730,17.49,0.6
4,2007,19730,17.49,0.4
4,2007,19730,17.49,25.8
4,2007,19730,17.49,22.6
4,2007,19730,17.49,4.2
4,2007,19730,17.49,6.6
4,2007,19730,17.49,4.0
4,2007,19730,17.49,5.4
4,2007,19730,17.49,1.4
4,2007,19730,17.49,3.4
4,2007,19730,17.49,6.4
4,2007,19730,17.49,11.0
4,2007,19730,17.49,17.4
4,2007,19730,17.49,14.4
4,2007,19730,20.31,3.6
4,2007,19730,20.31,39.8
4,2007,19730,20.31,2.8
4,2007,19730,20.31,0.2
4,2007,19730,20.31,16.2
4,2007,19730,20.31,1.2
4,2007,19730,20.31,0.6
4,2007,19730,20.31,0.4
4,2007,19730,20.31,25.8
4,2007,19730,20.31,22.6
4,2007,19730,20.31,4.2
4,2007,19730,20.31,6.6
4,2007,19730,20.31,4.0
4,2007,19730,20.31,5.4
4,2007,19730,20.31,1.4
4,2007,19730,20.31,3.4
4,2007,19730,20.31,6.4
4,2007,19730,20.31,11.0
4,2007,19730,20.31,17.4
4,2007,19730,20.31,14.4
4,2007,19730,12.83,3.6
4,2007,19730,12.83,39.8
4,2007,19730,12.83,2.8
4,2007,19730,12.83,0.2
4,2007,19730,12.83,16.2
4,2007,19730,12.83,1.2
4,2007,19730,12.83,0.6
4,2007,19730,12.83,0.4
4,2007,19730,12.83,25.8
4,2007,19730,12.83,22.6
4,2007,19730,12.83,4.2
4,2007,19730,12.83,6.6
4,2007,19730,12.83,4.0
4,2007,19730,12.83,5.4
4,2007,19730,12.83,1.4
4,2007,19730,12.83,3.4
4,2007,19730,12.83,6.4
4,2007,19730,12.83,11.0
4,2007,19730,12.83,17.4
4,2007,19730,12.83,14.4
4,2007,19730,14.99,3.6
4,2007,19730,14.99,39.8
4,2007,19730,14.99,2.8
4,2007,19730,14.99,0.2
4,2007,19730,14.99,16.2
4,2007,19730,14.99,1.2
4,2007,19730,14.99,0.6
4,2007,19730,14.99,0.4
4,2007,19730,14.99,25.8
4,2007,19730,14.99,22.6
4,2007,19730,14.99,4.2
4,2007,19730,14.99,6.6
4,2007,19730,14.99,4.0
4,2007,19730,14.99,5.4
4,2007,19730,14.99,1.4
4,2007,19730,14.99,3.4
4,2007,19730,14.99,6.4
4,2007,19730,14.99,11.0
4,2007,19730,14.99,17.4
4,2007,19730,14.99,14.4
4,2007,19730,18.84,3.6
4,2007,19730,18.84,39.8
4,2007,19730,18.84,2.8
4,2007,19730,18.84,0.2
4,2007,19730,18.84,16.2
4,2007,19730,18.84,1.2
4,2007,19730,18.84,0.6
4,2007,19730,18.84,0.4
4,2007,19730,18.84,25.8
4,2007,19730,18.84,22.6
4,2007,19730,18.84,4.2
4,2007,19730,18.84,6.6
4,2007,19730,18.84,4.0
4,2007,19730,18.84,5.4
4,2007,19730,18.84,1.4
4,2007,19730,18.84,3.4
4,2007,19730,18.84,6.4
4,2007,19730,18.84,11.0
4,2007,19730,18.84,17.4
4,2007,19730,18.84,14.4
4,2007,19730,18.02,3.6
4,2007,19730,18.02,39.8
4,2007,19730,18.02,2.8
4,2007,19730,18.02,0.2
4,2007,19730,18.02,16.2
4,2007,19730,18.02,1.2
4,2007,19730,18.02,0.6
4,2007,19730,18.02,0.4
4,2007,19730,18.02,25.8
4,2007,19730,18.02,22.6
4,2007,19730,18.02,4.2
4,2007,19730,18.02,6.6
4,2007,19730,18.02,4.0
4,2007,19730,18.02,5.4
4,2007,19730,18.02,1.4
4,2007,19730,18.02,3.4
4,2007,19730,18.02,6.4
4,2007,19730,18.02,11.0
4,2007,19730,18.02,17.4
4,2007,19730,18.02,14.4
5,2007,346237,17.49,3.6
5,2007,346237,17.49,39.8
5,2007,346237,17.49,2.8
5,2007,346237,17.49,0.2
5,2007,346237,17.49,16.2
5,2007,346237,17.49,1.2
5,2007,346237,17.49,0.6
5,2007,346237,17.49,0.4
5,2007,346237,17.49,25.8
5,2007,346237,17.49,22.6
5,2007,346237,17.49,4.2
5,2007,346237,17.49,6.6
5,2007,346237,17.49,4.0
5,2007,346237,17.49,5.4
5,2007,346237,17.49,1.4
5,2007,346237,17.49,3.4
5,2007,346237,17.49,6.4
5,2007,346237,17.49,11.0
5,2007,346237,17.49,17.4
5,2007,346237,17.49,14.4
5,2007,346237,20.31,3.6
5,2007,346237,20.31,39.8
5,2007,346237,20.31,2.8
5,2007,346237,20.31,0.2
5,2007,346237,20.31,16.2
5,2007,346237,20.31,1.2
5,2007,346237,20.31,0.6
5,2007,346237,20.31,0.4
5,2007,346237,20.31,25.8
5,2007,346237,20.31,22.6
5,2007,346237,20.31,4.2
5,2007,346237,20.31,6.6
5,2007,346237,20.31,4.0
5,2007,346237,20.31,5.4
5,2007,346237,20.31,1.4
5,2007,346237,20.31,3.4
5,2007,346237,20.31,6.4
5,2007,346237,20.31,11.0
5,2007,346237,20.31,17.4
5,2007,346237,20.31,14.4
5,2007,346237,12.83,3.6
5,2007,346237,12.83,39.8
5,2007,346237,12.83,2.8
5,2007,346237,12.83,0.2
5,2007,346237,12.83,16.2
5,2007,346237,12.83,1.2
5,2007,346237,12.83,0.6
5,2007,346237,12.83,0.4
5,2007,346237,12.83,25.8
5,2007,346237,12.83,22.6
5,2007,346237,12.83,4.2
5,2007,346237,12.83,6.6
5,2007,346237,12.83,4.0
5,2007,346237,12.83,5.4
5,2007,346237,12.83,1.4
5,2007,346237,12.83,3.4
5,2007,346237,12.83,6.4
5,2007,346237,12.83,11.0
5,2007,346237,12.83,17.4
5,2007,346237,12.83,14.4
5,2007,346237,14.99,3.6
5,2007,346237,14.99,39.8
5,2007,346237,14.99,2.8
5,2007,346237,14.99,0.2
5,2007,346237,14.99,16.2
5,2007,346237,14.99,1.2
5,2007,346237,14.99,0.6
5,2007,346237,14.99,0.4
5,2007,346237,14.99,25.8
5,2007,346237,14.99,22.6
5,2007,346237,14.99,4.2
5,2007,346237,14.99,6.6
5,2007,346237,14.99,4.0
5,2007,346237,14.99,5.4
5,2007,346237,14.99,1.4
5,2007,346237,14.99,3.4
5,2007,346237,14.99,6.4
5,2007,346237,14.99,11.0
5,2007,346237,14.99,17.4
5,2007,346237,14.99,14.4
5,2007,346237,18.84,3.6
5,2007,346237,18.84,39.8
5,2007,346237,18.84,2.8
5,2007,346237,18.84,0.2
5,2007,346237,18.84,16.2
5,2007,346237,18.84,1.2
5,2007,346237,18.84,0.6
5,2007,346237,18.84,0.4
5,2007,346237,18.84,25.8
5,2007,346237,18.84,22.6
5,2007,346237,18.84,4.2
5,2007,346237,18.84,6.6
5,2007,346237,18.84,4.0
5,2007,346237,18.84,5.4
5,2007,346237,18.84,1.4
5,2007,346237,18.84,3.4
5,2007,346237,18.84,6.4
5,2007,346237,18.84,11.0
5,2007,346237,18.84,17.4
5,2007,346237,18.84,14.4
5,2007,346237,18.02,3.6
5,2007,346237,18.02,39.8
5,2007,346237,18.02,2.8
5,2007,346237,18.02,0.2
5,2007,346237,18.02,16.2
5,2007,346237,18.02,1.2
5,2007,346237,18.02,0.6
5,2007,346237,18.02,0.4
5,2007,346237,18.02,25.8
5,2007,346237,18.02,22.6
5,2007,346237,18.02,4.2
5,2007,346237,18.02,6.6
5,2007,346237,18.02,4.0
5,2007,346237,18.02,5.4
5,2007,346237,18.02,1.4
5,2007,346237,18.02,3.4
5,2007,346237,18.02,6.4
5,2007,346237,18.02,11.0
5,2007,346237,18.02,17.4
5,2007,346237,18.02,14.4
6,2007,9173,17.49,3.6
6,2007,9173,17.49,39.8
6,2007,9173,17.49,2.8
6,2007,9173,17.49,0.2
6,2007,9173,17.49,16.2
6,2007,9173,17.49,1.2
6,2007,9173,17.49,0.6
6,2007,9173,17.49,0.4
6,2007,9173,17.49,25.8
6,2007,9173,17.49,22.6
6,2007,9173,17.49,4.2
6,2007,9173,17.49,6.6
6,2007,9173,17.49,4.0
6,2007,9173,17.49,5.4
6,2007,9173,17.49,1.4
6,2007,9173,17.49,3.4
6,2007,9173,17.49,6.4
6,2007,9173,17.49,11.0
6,2007,9173,17.49,17.4
6,2007,9173,17.49,14.4
6,2007,9173,20.31,3.6
6,2007,9173,20.31,39.8
6,2007,9173,20.31,2.8
6,2007,9173,20.31,0.2
6,2007,9173,20.31,16.2
6,2007,9173,20.31,1.2
6,2007,9173,20.31,0.6
6,2007,9173,20.31,0.4
6,2007,9173,20.31,25.8
6,2007,9173,20.31,22.6
6,2007,9173,20.31,4.2
6,2007,9173,20.31,6.6
6,2007,9173,20.31,4.0
6,2007,9173,20.31,5.4
6,2007,9173,20.31,1.4
6,2007,9173,20.31,3.4
6,2007,9173,20.31,6.4
6,2007,9173,20.31,11.0
6,2007,9173,20.31,17.4
6,2007,9173,20.31,14.4
6,2007,9173,12.83,3.6
6,2007,9173,12.83,39.8
6,2007,9173,12.83,2.8
6,2007,9173,12.83,0.2
6,2007,9173,12.83,16.2
6,2007,9173,12.83,1.2
6,2007,9173,12.83,0.6
6,2007,9173,12.83,0.4
6,2007,9173,12.83,25.8
6,2007,9173,12.83,22.6
6,2007,9173,12.83,4.2
6,2007,9173,12.83,6.6
6,2007,9173,12.83,4.0
6,2007,9173,12.83,5.4
6,2007,9173,12.83,1.4
6,2007,9173,12.83,3.4
6,2007,9173,12.83,6.4
6,2007,9173,12.83,11.0
6,2007,9173,12.83,17.4
6,2007,9173,12.83,14.4
6,2007,9173,14.99,3.6
6,2007,9173,14.99,39.8
6,2007,9173,14.99,2.8
6,2007,9173,14.99,0.2
6,2007,9173,14.99,16.2
6,2007,9173,14.99,1.2
6,2007,9173,14.99,0.6
6,2007,9173,14.99,0.4
6,2007,9173,14.99,25.8
6,2007,9173,14.99,22.6
6,2007,9173,14.99,4.2
6,2007,9173,14.99,6.6
6,2007,9173,14.99,4.0
6,2007,9173,14.99,5.4
6,2007,9173,14.99,1.4
6,2007,9173,14.99,3.4
6,2007,9173,14.99,6.4
6,2007,9173,14.99,11.0
6,2007,9173,14.99,17.4
6,2007,9173,14.99,14.4
6,2007,9173,18.84,3.6
6,2007,9173,18.84,39.8
6,2007,9173,18.84,2.8
6,2007,9173,18.84,0.2
6,2007,9173,18.84,16.2
6,2007,9173,18.84,1.2
6,2007,9173,18.84,0.6
6,2007,9173,18.84,0.4
6,2007,9173,18.84,25.8
6,2007,9173,18.84,22.6
6,2007,9173,18.84,4.2
6,2007,9173,18.84,6.6
6,2007,9173,18.84,4.0
6,2007,9173,18.84,5.4
6,2007,9173,18.84,1.4
6,2007,9173,18.84,3.4
6,2007,9173,18.84,6.4
6,2007,9173,18.84,11.0
6,2007,9173,18.84,17.4
6,2007,9173,18.84,14.4
6,2007,9173,18.02,3.6
6,2007,9173,18.02,39.8
6,2007,9173,18.02,2.8
6,2007,9173,18.02,0.2
6,2007,9173,18.02,16.2
6,2007,9173,18.02,1.2
6,2007,9173,18.02,0.6
6,2007,9173,18.02,0.4
6,2007,9173,18.02,25.8
6,2007,9173,18.02,22.6
6,2007,9173,18.02,4.2
6,2007,9173,18.02,6.6
6,2007,9173,18.02,4.0
6,2007,9173,18.02,5.4
6,2007,9173,18.02,1.4
6,2007,9173,18.02,3.4
6,2007,9173,18.02,6.4
6,2007,9173,18.02,11.0
6,2007,9173,18.02,17.4
6,2007,9173,18.02,14.4
0,2008,56912,16.7,0.6
0,2008,56912,16.7,1.0
0,2008,56912,16.7,0.2
0,2008,56912,16.7,1.4
0,2008,56912,16.7,2.2
0,2008,56912,16.7,15.6
0,2008,56912,16.7,3.6
0,2008,56912,16.7,-0.153718449163826
0,2008,56912,16.7,16.8
0,2008,56912,16.7,10.6
0,2008,56912,16.7,1.2
0,2008,56912,16.7,0.8
0,2008,56912,16.7,0.4
0,2008,56912,16.7,29.8
0,2008,56912,16.7,2.0
0,2008,56912,16.7,12.0
0,2008,56912,16.7,4.8
0,2008,56912,16.7,3.14722129139083
0,2008,56912,16.7,6.8
0,2008,56912,16.7,42.2
0,2008,56912,16.7,1.8
0,2008,56912,16.7,6.0
0,2008,56912,16.7,6.6
0,2008,56912,16.7,18.8
0,2008,56912,16.7,77.4
0,2008,56912,16.7,1.6
0,2008,56912,16.7,6.2
0,2008,56912,16.7,27.6
0,2008,56912,16.7,12.6
0,2008,56912,16.7,8.8
